f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
27.2241,5.1293,21.4849,1.9479,14.1481,2.8362,0.7250,21.9699,7.6890,21.1006,23.0882
10.8988,14.5323,17.9345,1.1098,16.6438,2.0509,3.4484,12.7046,13.9475,14.9719,23.9042
6.7047,11.1337,6.2188,5.5518,16.5022,2.7270,5.3947,8.6115,13.0952,16.0098,12.4976
6.1345,10.0015,6.6705,1.7239,18.0110,3.5403,1.8719,15.4542,13.6094,16.9597,23.4803
6.7632,10.7027,6.8206,2.7182,15.1420,2.7921,5.9428,15.8492,8.2758,21.7844,15.1722
7.7764,11.6741,7.4500,11.2261,10.4431,0.4968,3.0782,28.4005,5.3555,20.3031,27.8807
20.7374,8.9305,20.8852,15.9764,4.3077,1.7021,4.6344,6.9807,11.1727,7.1405,11.9879
20.3721,6.1601,20.3875,3.6240,17.1123,1.2423,4.4211,25.7651,9.8025,21.9808,29.3409
15.4761,10.8513,16.2946,13.9718,11.7383,3.5950,4.2351,9.1225,14.0686,15.5066,12.2246
20.6018,8.1280,20.3976,1.3016,18.3309,3.9067,1.4446,23.8486,5.0029,21.0785,28.8853
18.5463,4.9286,21.8726,11.3784,10.6147,2.1493,5.6872,8.3791,12.1249,9.6785,15.0833
11.9051,14.9403,13.7813,3.1182,18.1491,1.8384,5.4224,15.2777,9.9201,21.3902,17.7982
8.5753,13.7641,7.0519,2.3696,14.3005,2.5900,2.5213,13.8181,9.6209,14.4541,20.6070
8.8451,13.7982,8.8117,8.2305,10.3606,3.1246,4.0428,9.7733,11.6723,8.8596,19.8505
26.6764,9.4420,21.4572,18.6330,6.1445,2.5479,5.0107,27.1465,5.6564,20.3863,24.9719
21.8299,5.7511,19.4962,10.9287,15.5511,3.4374,2.4252,11.4956,9.7461,15.5965,13.7938
8.5969,10.3540,8.2332,15.4066,6.5129,2.1399,5.4706,27.6244,4.6420,21.2851,24.3845
12.1824,9.3301,15.1711,2.1981,14.3453,3.6368,5.1118,23.5713,7.5037,20.6572,28.9702
10.5109,8.3322,13.8333,2.7345,15.2431,2.0227,1.6427,11.8428,14.1990,14.0824,19.6769
21.9837,9.9976,20.0695,1.1613,14.8390,3.2075,4.7137,13.8075,12.2562,12.3455,25.8239
14.6146,15.3435,12.0870,15.2850,4.1932,2.8593,3.5758,7.4774,13.9574,7.3354,15.3034
6.7415,11.2042,8.4995,13.3139,5.4373,2.9376,0.5319,6.5482,13.7607,9.3821,11.2163
13.5917,12.2118,14.1289,1.9813,14.3547,1.2023,3.6509,15.1226,9.1436,17.9000,18.2590
18.9337,7.4248,19.4017,14.5019,2.5991,0.6493,5.7839,13.9792,8.8602,20.9439,4.7093
12.1485,5.1108,20.6178,12.9932,8.1898,2.8924,3.7252,9.5207,12.2453,12.6030,13.4374
7.8554,12.8717,9.7186,10.2398,12.3490,2.3614,4.8766,11.3467,9.6206,16.5693,12.5016
6.1644,13.1303,8.3162,14.6781,4.8552,2.4893,4.2568,30.0192,6.7680,19.8043,31.4855
8.4856,11.4368,7.8875,14.2867,10.2511,0.9715,4.7351,21.9336,5.6596,19.5050,19.0355
17.1034,4.7810,20.5102,5.1091,13.4598,2.6813,5.3861,8.2354,15.5048,16.0646,12.4020
15.8264,9.0816,15.2176,5.4071,15.1975,1.2787,3.2840,7.2948,11.2662,8.5970,16.1974
16.9070,9.0975,20.7372,10.7655,6.8590,3.6198,2.5140,6.3420,10.9344,8.7933,13.4414
12.2332,9.5707,20.4078,3.5820,16.9912,2.1771,3.3797,8.8868,13.5464,6.2639,26.1020
11.8575,15.2622,12.0125,15.6312,2.9688,2.6563,5.9064,9.2436,13.1951,7.6190,17.2494
9.3563,14.1454,14.4081,15.4530,10.0164,0.7304,3.5686,6.3537,10.8264,6.9352,13.6683
22.1644,5.0978,19.8989,14.8466,1.7685,2.2276,4.8629,12.2590,15.6157,16.6678,9.8168
11.4045,9.5725,15.3050,15.9095,12.8208,2.0458,1.8979,15.1709,11.1092,16.9896,16.2531
28.2630,9.7324,20.3277,1.1027,15.8712,3.4038,4.2536,10.2310,9.9374,16.1165,14.9222
18.5536,4.8007,20.3306,14.3349,6.0710,3.2394,2.6553,9.5205,10.1368,8.7580,14.6298
25.2568,6.9636,21.0158,9.7524,10.7779,3.5412,2.8432,15.1399,5.2675,20.4893,10.9125
8.3077,12.5337,9.3644,11.2797,5.2245,2.5697,1.4534,13.0375,11.2559,14.1530,15.1316
23.4088,6.6018,20.8077,6.6259,12.8356,0.2976,4.4018,12.0682,15.8064,13.7635,17.4684
14.5805,9.8717,17.3960,15.4065,4.4147,3.5767,4.5089,7.4921,12.2765,8.8011,13.5773
17.6196,8.0730,20.5090,14.3943,6.7555,2.0961,3.9016,7.1654,13.8163,6.4996,15.7929
16.7930,9.7445,21.0746,11.8427,5.7923,2.0913,3.4441,15.1035,8.2749,19.0758,12.3570
17.1663,8.9747,19.2214,11.9140,10.5684,2.2148,0.0767,6.2759,10.2143,6.6214,14.2299
11.4377,13.5749,13.0796,17.8917,3.8802,3.5573,4.4957,6.1512,11.8065,9.0636,10.6264
8.5103,11.6861,9.0064,1.3628,18.7330,2.9060,4.5346,9.3433,11.0837,9.0356,22.8238
15.8718,13.8472,15.2858,5.9586,13.5199,3.2339,5.5364,12.2838,14.2951,16.5939,19.0282
9.8498,10.8236,7.9271,8.4202,11.5759,3.2012,1.1265,8.9896,13.1816,9.3962,17.5670
8.7324,11.0702,7.7934,10.6561,12.9989,3.1799,0.9548,18.7262,6.5204,20.0506,17.3262
15.7046,9.6663,13.7377,17.1465,1.8081,3.2698,5.5059,13.3450,7.5948,19.2491,6.0224
6.5853,13.4694,9.2414,14.2379,7.2918,3.8479,4.2874,16.7000,9.6982,20.6951,14.6456
9.8820,11.9449,6.3574,10.6069,15.0309,3.0681,1.3671,10.5650,12.1550,17.1840,11.3408
13.4871,11.8327,13.9524,17.0431,5.6963,2.8349,4.7625,9.5236,11.1737,6.9757,17.2385
10.3663,12.4945,17.1090,11.8276,12.1158,3.8254,4.7276,6.9625,13.7280,8.4435,19.0051
6.0115,11.9555,7.8545,2.5117,18.2445,3.4751,4.0724,8.9403,11.7793,14.4193,16.8002
12.6074,4.7800,20.1594,5.6318,11.5396,2.3607,4.2561,8.3462,12.4391,6.6175,20.7685
9.9793,10.8928,9.4957,10.3000,10.8762,0.8481,5.2017,6.6380,11.9590,6.7686,14.4943
25.0538,5.1954,19.8445,5.7479,14.3624,2.3901,4.3170,6.7792,12.4688,8.0443,16.0870
29.6817,8.8084,19.4496,11.4543,14.2743,3.5877,3.4347,24.6680,8.9224,21.0574,26.3648
10.7469,12.1116,13.1517,11.7243,14.0080,3.9314,3.1342,18.4660,6.8682,19.0569,20.6356
8.0197,10.9100,9.8903,11.8379,12.4625,3.5250,4.3835,6.8962,11.8496,6.1380,18.3330
16.2583,4.8418,19.6448,18.6841,4.3094,0.6307,4.9454,7.2335,12.8853,9.2734,8.2862
14.5966,13.5731,15.0664,10.8167,9.0891,3.5959,4.8672,13.5968,14.1593,17.5491,17.3160
31.7629,4.5897,19.4216,5.8980,14.6866,2.0282,3.0605,7.8885,11.5732,8.6859,14.9087
30.1288,7.5521,19.3569,16.4363,4.2984,2.4772,4.7037,6.8267,10.2995,6.0275,10.9718
6.7258,11.8173,7.3150,10.6903,12.4698,2.8466,1.7459,7.6728,13.3373,7.6930,17.5808
11.7167,8.7306,13.9094,14.7199,7.6331,3.2354,3.5921,24.6364,5.1989,21.8929,21.4180
10.6370,14.9892,12.9267,14.3220,7.4121,0.0451,3.2333,26.8699,6.3798,21.5844,24.4231
15.3546,8.7337,21.7509,16.4841,6.7319,3.3081,5.5921,10.6563,15.4049,13.7966,15.3408
19.6939,4.1056,20.9679,4.2583,17.7510,0.4862,5.2451,13.7287,12.8869,17.9306,16.5051
9.8764,12.8566,16.9200,11.7673,13.1273,2.0690,4.4933,19.4878,6.7174,19.3082,21.3318
8.0869,13.9700,7.8066,13.7195,6.2375,3.9187,5.9294,14.1948,9.7199,13.6390,18.2654
12.1783,9.6787,21.9143,15.1932,12.8107,1.4000,4.5085,8.7474,11.9000,8.3339,18.1770
25.9557,7.2132,21.0112,14.8738,2.2625,3.4365,3.2936,15.2174,10.6739,13.8665,16.3633
13.9084,13.6745,17.7969,1.5850,15.6467,3.4627,2.6254,8.9746,12.4240,9.0208,24.1410
8.5062,11.3030,8.7632,14.6478,5.6977,2.9835,5.0375,12.1905,11.4625,12.3383,15.5164
14.6414,13.2422,12.2768,3.7152,16.8613,2.0263,3.5596,6.2788,12.5372,7.9827,18.3127
27.6778,7.9253,19.7389,12.9112,8.0075,1.4265,3.5164,11.8980,12.9630,16.6828,9.7580
8.9780,12.8803,8.9073,15.7325,10.0452,3.1778,1.5441,8.9685,10.8709,8.2669,16.2073
20.2609,4.8455,20.3697,16.1598,3.3228,2.4238,5.8652,30.2049,4.7255,20.3049,28.1903
9.5127,14.0061,14.0412,15.8354,6.8477,1.9734,3.4917,8.7325,11.5393,9.1383,14.8889
19.8987,6.6657,21.3623,2.0331,15.3308,2.2489,3.9814,7.5097,13.6583,6.4605,22.1928
8.0736,11.1373,6.3585,10.9015,15.7482,2.6864,0.3442,9.9761,13.8244,7.4275,21.5561
9.1208,12.5730,7.6191,4.1198,17.2148,3.7442,3.9876,9.7915,12.0643,9.4351,22.7186
9.7439,10.6184,6.9034,6.2873,11.4055,1.2363,5.7698,25.3030,7.0844,20.0400,26.3717
27.9307,5.4454,20.1861,15.0226,6.3301,3.9404,1.6394,10.8515,10.3091,17.9219,5.8681
23.2169,4.6455,20.7261,7.7508,15.0019,0.4802,4.4062,18.0858,5.5706,21.1524,13.6488
15.0594,13.1534,17.5455,12.7406,12.1853,3.4685,4.6287,26.4581,4.7998,21.1048,28.9865
15.3774,14.1980,16.2414,14.6089,5.1709,3.2230,4.8027,9.3379,12.6200,9.7801,16.4399
8.2503,11.7999,8.0751,5.1092,13.0406,2.1082,2.3216,25.7794,6.6396,21.7141,27.1048
9.0533,13.1129,7.6208,10.0228,6.5123,2.1290,1.2649,6.7262,10.0834,9.7976,9.9698
12.4236,7.5505,19.0603,5.6899,16.1241,0.7990,4.2086,31.7871,5.9810,19.8320,38.7159
11.9749,13.3711,16.3603,10.8998,11.9571,0.4965,4.3424,14.0504,12.0280,12.8305,20.8759
28.9887,5.3455,20.9607,15.5050,10.4719,2.0641,4.4805,9.1703,11.5824,9.5560,13.0608
6.2486,13.3267,9.2725,6.2498,10.7376,0.2601,5.0197,11.8099,10.0594,13.0927,16.0888
19.0497,6.3796,21.5536,15.8053,9.1672,2.3044,3.9868,28.3040,5.6708,21.2168,27.4641
8.2630,12.5916,7.4273,14.6935,1.7293,2.4770,5.0756,11.2922,15.5499,15.5314,10.8402
12.0357,13.4225,13.2664,5.3168,18.9559,2.4882,2.8287,8.2422,12.7314,9.8608,20.5373
9.7444,10.1231,7.6546,7.1583,13.3878,2.4209,5.4175,23.0779,8.2170,20.9540,24.1163
15.5753,4.8610,20.1472,3.0959,16.6422,2.2741,2.8693,31.5517,6.3950,21.2662,38.0672
16.4211,6.6945,21.7936,8.5261,11.2732,3.4152,4.6673,30.3539,6.7997,20.6846,35.9420
16.1922,4.2942,19.5266,16.2160,4.9243,2.8696,5.0220,9.0044,11.4981,9.2743,13.0087
15.1962,8.9552,19.7069,2.9746,18.1319,3.7678,2.6033,18.9052,4.7964,19.3237,23.7629
6.6610,12.4845,7.3933,15.0482,5.3270,2.3886,5.6237,15.6937,6.9871,21.5735,8.1538
10.9463,14.0725,13.5527,11.3497,8.2172,3.1859,4.0029,6.0354,10.4744,6.1282,16.2395
9.3169,13.3188,6.6716,3.9508,16.5162,3.4492,5.3577,8.2966,12.3352,8.7085,21.1016
14.8091,12.9698,14.8518,17.0561,4.3030,0.5550,3.0875,22.9761,9.3762,21.4488,18.1326
11.0245,10.0357,17.9791,8.6788,13.9603,2.6322,2.6769,17.7653,7.6003,19.1164,20.0681
9.4357,10.3894,9.4910,15.7872,3.1656,2.0747,4.8278,12.3567,4.8789,19.6274,2.5765
9.9947,13.5552,6.6181,6.1545,15.5948,3.1053,5.3912,12.3515,8.7411,12.0564,20.5332
8.1324,11.1543,7.2431,3.9875,16.1238,1.6195,5.3362,9.0227,11.9563,15.0494,12.9842
14.1503,12.8448,15.3636,8.1006,12.2791,0.4203,4.9272,8.9890,10.1868,8.6339,17.2793
17.7067,5.4099,19.2672,7.5654,12.2600,3.3423,5.0768,9.3651,11.0653,9.6779,18.2335
7.1845,12.0448,7.3039,13.0158,12.2901,3.3712,3.3054,8.1378,10.8217,8.3001,16.4464
22.2724,6.7642,19.9862,15.7813,1.6680,2.0005,4.7440,8.5242,12.3342,7.0673,13.2291
14.9335,14.5128,13.3290,11.9671,12.1993,2.5305,1.1247,9.5347,11.5826,6.2114,21.4910
17.3208,6.6067,20.7502,2.6482,15.4358,2.1522,5.5891,9.8035,13.2093,6.6940,25.3260
24.4732,4.5418,21.7075,18.2627,5.1391,1.2683,4.8206,8.9198,11.1648,7.8417,11.7533
9.8981,11.6590,8.5337,5.7115,11.0238,1.0773,4.6998,15.5361,11.1225,15.1596,19.5519
10.2000,11.8521,16.5202,3.9419,18.4770,2.9052,4.6830,6.3614,10.6902,8.9814,19.2980
14.4024,8.5669,19.5995,6.4342,14.0063,1.8629,4.0703,8.9029,8.8655,15.1329,11.5227
16.6578,7.1765,20.3069,11.9909,11.9858,1.7044,4.0321,10.7138,10.1129,14.7456,12.2800
9.9854,9.5533,16.7479,15.2934,5.2744,2.3644,0.1425,6.3023,10.7028,7.5770,11.4513
9.2436,11.3825,6.7278,6.1640,14.6398,3.9855,2.4404,13.2854,14.4295,17.7699,17.8588
7.1543,11.2125,8.9998,15.0621,10.7494,0.4925,4.0672,7.1055,10.8897,9.0645,10.7421
23.7613,8.8333,19.4241,13.5984,10.0893,2.2104,5.6907,13.9442,4.1067,20.6880,6.6533
14.6182,9.4471,14.7380,15.6810,5.6735,2.9526,4.9702,9.6588,12.1198,6.7973,17.9087
9.4347,11.8388,6.4081,16.3577,1.5285,3.6857,2.4497,14.7251,14.5531,12.9546,17.8004
8.0749,8.5237,17.6897,11.4497,15.4292,3.5663,4.4299,25.0547,4.2533,21.7431,27.1852
14.6217,8.3693,13.1968,1.9413,14.3753,3.2106,3.4954,14.1888,15.6519,16.7224,21.4360
10.9774,15.0253,14.0828,2.8246,18.0510,1.7461,5.9230,7.5609,10.8015,8.1896,21.4457
27.9931,9.5614,20.3875,7.8933,12.4001,2.2410,0.9662,6.9563,10.2805,6.0185,16.6847
25.3659,8.3360,21.1700,2.9037,16.7509,3.2741,3.4821,15.3624,6.9363,20.5409,16.1252
7.8144,10.1620,7.0813,14.8871,1.0665,3.9982,2.6249,9.5124,12.7574,9.1652,13.8802
12.6299,11.3357,15.6960,8.2524,15.6526,3.6508,5.1188,30.8468,7.9597,20.1331,39.9508
30.6544,4.9141,20.1434,18.0997,5.0345,2.8207,3.7504,19.5410,4.9797,20.9684,10.3786
15.7455,15.8131,12.8834,2.8691,15.4725,3.3786,5.7517,17.0253,7.1717,21.4298,19.1390
7.1279,10.8484,7.5369,12.5672,13.8582,3.4192,5.9948,24.1128,9.7065,21.1511,26.3384
11.4658,15.0243,17.5746,11.2797,5.3516,3.7522,1.7259,13.9351,8.6167,14.7266,18.2009
12.5005,13.1828,15.8585,15.2674,3.5489,0.8972,3.6661,11.4984,11.6818,15.2620,10.2614
9.7818,10.6664,8.7401,6.3037,14.9880,2.4741,2.2537,24.8261,9.6972,20.6596,28.5158
29.0370,8.8345,20.9091,14.1159,5.3898,2.7781,1.4841,8.2385,11.3961,9.3258,11.7401
13.3283,15.1843,12.5636,15.4260,3.9025,2.8518,0.2052,9.0799,8.3177,14.4841,6.9557
20.4894,4.3555,19.1229,7.4016,12.3759,3.4509,1.5248,7.0768,13.0921,8.7278,15.7445
19.9813,9.2642,21.5886,13.2680,8.1429,0.6155,5.3013,28.6956,7.9273,21.7754,28.1911
9.6897,11.7481,6.1471,5.9026,15.3665,2.1325,0.1350,17.4482,6.3838,20.6258,15.4174
9.1766,12.8655,14.9058,10.4490,10.4225,3.4275,0.9816,6.5544,10.0389,7.1542,16.7387
29.8343,8.6154,21.0752,15.4727,3.7970,2.5241,3.9640,8.4310,12.6804,9.4248,11.5744
27.9493,8.7453,20.4990,11.9620,5.3710,3.2493,2.3763,9.3727,10.2992,9.9500,13.3961
8.3435,11.2672,7.5193,1.9193,14.3540,2.2299,2.9647,9.2443,9.5439,13.7737,13.8584
19.1049,6.8285,21.0985,6.4448,14.9750,3.2126,3.4447,7.5477,10.3127,8.6369,17.9088
9.9232,13.4565,6.7754,16.4027,3.9073,0.0516,4.3202,20.2201,4.4945,20.2277,11.6546
22.9540,7.6932,21.6374,6.2335,15.6555,2.5065,5.9168,10.4582,11.6544,13.1132,17.7769
7.7158,12.5899,8.4266,5.7598,17.0632,3.4728,4.4461,14.6661,10.0908,13.7758,24.0305
15.1462,11.9111,17.6585,5.8442,16.4679,1.1767,3.5964,14.7450,9.3147,12.7888,23.5778
8.0668,13.0193,9.1793,17.2184,5.5209,2.9896,5.2946,29.1451,5.7685,20.4185,29.1104
15.6983,15.8749,13.8316,15.3653,2.6685,2.5652,5.8653,30.4088,5.2319,20.8753,30.4137
10.9385,9.2093,12.5331,14.0690,7.6127,2.2210,3.9814,13.4090,8.6334,14.3022,13.8696
16.8748,8.2399,21.3295,10.8865,9.6469,2.0752,4.3249,29.0789,8.6521,19.9268,33.5364
7.5228,12.8980,6.0738,12.8626,13.6365,1.7095,4.6041,7.1821,11.6612,8.3702,14.3947
7.9044,13.4287,7.9769,15.5807,9.9253,2.1417,4.4870,9.5614,11.5172,6.3754,18.9876
12.8183,14.6841,15.4764,17.2546,2.2180,2.3948,3.0530,15.6448,8.3756,21.6718,8.4632
21.8284,8.8491,19.4799,6.8361,17.8674,3.4679,5.8328,6.9521,13.6345,7.3520,21.1556
16.4591,4.4363,20.7234,15.0599,6.2580,1.9604,3.0535,8.7263,13.4891,7.0365,15.9309
18.7789,6.0882,19.8579,15.5941,6.9460,3.7407,3.6672,25.4391,5.1365,20.3561,23.9961
12.9157,8.7142,19.3932,5.2570,14.4402,3.5842,5.9015,9.9685,12.1325,6.4683,26.5181
25.3176,8.8240,19.2251,1.6655,15.2436,2.4773,5.7263,12.8806,5.3627,20.0968,11.2841
6.6096,11.1349,8.5509,1.4471,14.7203,2.6461,5.0743,19.2194,8.2151,21.4031,21.0934
6.8267,10.0339,7.8215,14.3152,6.5202,2.5888,3.1396,7.3408,10.0046,7.2217,12.6260
9.5315,15.4116,17.9068,17.1014,2.5011,2.5624,0.3743,10.5005,10.1813,12.1394,13.3144
26.5035,7.9148,20.0351,15.2911,5.9799,2.1341,3.6703,14.5510,12.0642,13.5770,16.2161
11.8657,14.1347,17.9728,18.5281,6.6236,1.1028,5.7672,22.5791,6.5941,19.4241,21.3224
11.5027,11.3272,15.7739,6.4058,11.7121,0.8614,3.4578,8.7295,12.3774,6.6403,20.5871
8.8161,11.4764,13.9518,17.6452,4.4492,3.6142,5.4957,22.3205,9.1623,20.7353,21.0452
6.9056,10.0982,9.6402,10.3456,13.9508,2.8673,4.9731,14.3880,10.1165,17.9847,15.9706
15.0057,10.1864,17.0591,6.5254,13.2391,3.0057,3.1970,7.8529,13.2087,9.5914,18.3404
8.2107,12.5098,6.7452,6.9022,17.0525,2.7544,4.6963,24.0802,9.4634,20.1456,29.2449
9.7476,13.7743,6.9259,7.3560,15.9791,0.4104,3.4730,7.6265,10.3087,6.4493,17.6452
26.4192,5.2916,20.2918,14.7013,6.8191,2.8762,2.9117,9.9711,12.7869,6.0094,18.3412
13.2756,11.5384,14.8484,11.9134,10.7254,2.0943,1.5417,7.1760,13.7603,9.0464,14.8679
7.3654,10.1309,7.2643,7.9412,10.3572,2.2451,3.7400,14.8929,15.5841,16.9958,18.3226
23.2149,5.1765,21.2165,4.2324,14.0572,1.7072,3.8490,13.8702,7.9882,19.2856,12.5257
8.0287,12.7399,7.8286,7.8188,12.0250,2.8892,2.2570,6.0297,11.4864,9.4163,13.3926
14.4652,8.1483,16.9152,1.2876,14.2093,2.0562,1.1402,6.4396,13.9296,8.2700,18.0817
29.4136,7.7690,20.0423,18.7858,6.0857,3.4973,5.3530,6.3019,11.4884,9.6595,8.1119
20.6007,8.5224,20.4809,11.6730,5.0911,3.8693,4.1154,11.5260,8.8584,16.4405,10.6503
15.2329,7.7220,20.2959,14.4816,5.9322,2.3435,5.5816,8.5311,13.6635,7.0545,17.4848
12.9276,13.0669,13.9497,10.9716,5.2316,0.6868,5.5675,9.2056,12.6273,16.1286,7.5916
24.8334,7.6656,21.9943,14.4606,3.3009,3.9208,3.0421,7.8969,10.0979,8.3534,12.7107
14.9153,11.4465,15.5233,16.2972,2.4201,1.3085,3.3427,25.7362,6.3451,21.9867,20.2395
9.4413,9.8502,13.8327,11.1356,12.6399,2.5493,0.9733,11.6111,14.2648,13.9977,17.2551
9.3997,12.4410,16.3825,18.7402,5.4845,2.5573,3.7684,8.3463,10.9006,9.7167,12.8782
10.7085,10.1458,14.1150,10.1742,12.0048,3.7425,4.9942,8.9515,14.5780,17.4398,11.3935
9.8821,11.6524,6.2899,1.1887,18.6336,3.9192,5.8432,30.8476,8.9066,19.9317,41.9226
7.3045,11.1993,9.9599,9.0935,12.7068,1.1360,5.3714,21.2765,7.7198,20.4310,21.1435
12.7381,13.4177,16.7001,10.2532,11.7387,0.4068,5.0096,13.0505,11.6825,13.2060,18.9391
29.0768,4.3988,20.2931,8.3276,11.1562,2.8502,0.4416,9.8027,12.4370,7.7217,18.2636
7.9252,13.5233,7.8770,11.0465,6.0910,2.0480,5.6320,28.3671,4.4843,20.5675,28.1184
11.5469,12.6848,17.4295,3.1409,16.3265,0.1894,4.6581,6.2065,10.2223,9.2097,15.9202
8.6142,10.7106,9.7258,14.6754,1.0360,1.1938,3.6424,11.1651,11.0385,12.9226,9.8323
8.1204,12.7664,13.1932,13.6801,7.9251,2.2942,0.0174,23.1865,7.3908,21.3088,21.4684
14.7425,8.0019,19.1870,2.1861,18.6321,3.8452,5.2016,23.5158,5.2023,19.1682,31.3997
7.1264,11.2413,7.3697,1.6809,15.9474,3.8892,3.9452,10.3070,9.6599,16.7915,14.5740
28.4385,6.7544,19.2827,13.7606,6.1647,0.3387,5.9229,23.5360,8.8071,19.2734,20.1463
13.2163,9.5784,12.9982,16.6952,6.7403,0.1506,4.5075,8.1307,11.7638,17.8321,0.7432
13.2707,12.6768,17.0096,15.8274,3.8676,2.3340,3.2939,6.8142,10.8220,6.9443,13.2466
23.7914,6.2996,21.9295,1.3479,14.6860,2.7349,3.2409,19.0738,7.7055,19.2089,22.4486
12.2963,12.2172,14.7643,1.0671,17.2383,2.3295,3.0860,24.4156,7.8410,21.7510,29.7246
13.0567,13.8704,14.9122,13.8329,12.2301,2.5263,3.0787,8.7434,10.0616,17.0539,8.0955
13.6373,11.4126,15.1271,16.8029,3.3965,1.9670,5.0746,23.0975,8.6627,21.5258,19.0101
9.7056,12.2108,9.2030,9.7294,12.1668,1.0234,4.4343,13.2206,14.1259,12.1951,20.2979
28.2593,9.1443,20.3590,12.9980,12.1902,2.8324,3.2846,9.8478,9.2031,14.3850,10.5762
12.7462,14.1104,12.9197,15.0444,10.4737,2.0294,5.6774,7.6457,10.8791,7.6026,15.7165
9.4982,8.2066,17.9664,12.7818,7.1450,3.1281,4.0487,6.8184,11.8735,8.8934,13.8768
13.4767,10.3041,12.9016,14.9598,1.7775,2.8090,3.6950,15.2593,14.6796,12.4550,19.7026
29.8847,9.2066,20.1521,5.8451,16.2494,2.9255,5.8768,13.1767,5.0839,20.5788,10.3756
13.7580,4.4213,21.1902,15.4087,4.1559,3.1496,3.9293,9.4876,12.3688,7.1731,17.3012
12.1757,12.6891,14.5482,9.4836,12.3798,2.5341,1.0858,13.4055,10.7268,15.9214,17.1781
8.2658,10.7851,8.7692,10.0172,8.5419,2.2367,4.7460,9.3795,8.7099,12.7472,11.0586
16.9620,9.0572,20.7499,10.5414,6.7656,2.3451,5.0055,22.3748,7.7471,19.2592,23.4804
15.4544,11.3237,17.9184,12.1340,6.8291,2.6324,3.1834,6.8187,13.9387,9.3533,13.8513
9.4093,12.4035,9.2109,17.7984,2.7118,3.1658,1.6369,9.9579,15.2290,12.9928,11.3518
13.3336,13.5292,14.6103,15.0577,6.6573,3.0795,3.4055,14.6309,7.9435,19.0776,11.7245
14.8540,10.6462,15.5049,15.6124,2.2038,3.6880,5.8178,9.1150,11.4580,6.7351,17.0187
28.2921,8.5352,20.9856,15.6018,11.1472,3.2321,5.4401,8.9434,13.7330,9.0588,16.6913
7.6102,13.9822,6.3427,8.8856,11.7865,2.4452,1.2158,19.4510,5.5243,21.0974,16.8853
30.7908,8.5741,20.9556,3.2700,14.6962,0.5815,3.7036,7.1362,12.2933,7.2781,16.8777
11.6742,15.7911,15.3863,17.1918,2.2348,2.5429,0.3997,8.2137,12.2942,7.4574,15.0066
8.0428,11.4363,8.3520,16.2000,5.5253,3.2009,1.2689,14.3384,8.2320,20.3721,7.6468
13.1567,9.8401,19.0604,1.5852,14.7749,3.8813,4.9971,6.0010,12.2384,6.5559,22.0815
6.5392,12.9245,6.9042,15.4670,5.3556,2.4509,4.4194,9.3233,10.1207,6.9248,15.9244
8.2640,13.7116,9.8514,8.0624,10.2827,2.3319,0.5913,6.4848,13.1451,8.7478,14.9390
15.4982,14.4108,13.9829,11.7233,12.2834,3.1770,5.8602,31.9386,9.8010,20.4281,39.6995
9.9277,11.8009,16.4881,11.5338,15.9922,0.5762,5.0663,16.5133,8.9470,21.2851,15.1386
6.7616,11.6774,8.7870,9.1573,12.0714,3.8075,2.6065,11.6053,13.5231,13.6680,18.5891
15.6196,8.1352,15.3419,12.9877,8.9236,0.3132,3.7504,31.2368,4.7843,19.2054,31.8189
9.5473,13.7885,9.6714,9.6222,13.5796,2.2436,4.5606,30.9040,6.4621,21.5612,34.9527
8.0607,12.7034,17.2033,5.3421,15.4667,3.7796,3.2635,13.2727,15.9900,15.1739,25.1274
23.8173,4.0570,20.4516,11.8119,5.4475,0.5907,3.5974,15.9073,9.4744,16.8376,12.2220
9.3811,10.5636,7.3646,16.0517,6.0111,2.9707,1.9402,12.3811,14.0942,13.0693,14.7692
16.9569,7.8272,19.3735,2.3202,16.4301,3.5257,0.6864,6.5263,13.9054,8.2860,20.1032
15.8333,9.9745,14.1439,15.2063,5.5377,0.2526,3.7303,9.7186,10.6838,6.6085,14.8288
6.2977,13.9626,8.2350,16.9547,2.9582,2.9913,0.8686,6.7289,13.5160,8.9982,10.8514
12.3344,10.2715,12.8246,1.2164,15.7911,2.0716,4.1566,25.9119,8.7765,21.3006,31.1539
6.0079,12.9476,8.2225,2.8063,18.1738,2.1908,3.6170,9.2875,12.0789,9.7201,21.6208
8.8837,11.0628,15.0866,12.7488,15.5593,2.7914,4.7446,23.3496,6.5666,19.4535,27.1903
12.6145,9.4684,20.3998,14.6449,1.2202,2.3044,2.5683,15.4566,14.1439,12.5435,20.7856
9.5867,11.1010,14.5217,11.7124,14.2466,2.0884,4.2981,8.9406,12.4148,6.5532,21.5271
6.4984,12.5515,6.4918,18.0946,1.7020,1.7662,4.1422,9.4136,11.0328,7.9535,12.5273
30.7381,4.8012,19.1836,18.9770,6.9831,3.8221,0.1489,20.9206,7.7394,20.1113,15.1360
8.1355,9.4711,12.7269,11.1003,9.5843,2.6957,1.5720,6.4533,10.5437,6.3956,15.1885
15.8865,12.6523,13.1509,11.6891,11.9805,3.8587,3.3980,7.2500,10.0134,7.4861,16.8029
